Unnamed: 0,N,P,K,temperature,humidity,ph,rainfall,Commodity,season
2668,15111.0,1903.95,1.4663111111111111,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2669,15111.0,1903.95,1.4663111111111111,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2670,15111.0,1903.95,1.4663111111111111,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2671,15111.0,1903.95,1.4663111111111111,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2672,20700.0,1394.325,6.410506666666667,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2673,20700.0,1394.325,6.410506666666667,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2674,20700.0,1394.325,6.410506666666667,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2675,20700.0,1394.325,6.410506666666667,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2676,20700.0,12610.35,12.465742222222222,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2677,20700.0,12610.35,12.465742222222222,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2678,20700.0,12610.35,12.465742222222222,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2679,20700.0,12610.35,12.465742222222222,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2680,26928.0,2295.225,5.053848888888889,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2681,26928.0,2295.225,5.053848888888889,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2682,26928.0,2295.225,5.053848888888889,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2683,26928.0,2295.225,5.053848888888889,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2684,20700.0,652.725,3.9782755555555553,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2685,20700.0,652.725,3.9782755555555553,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2686,20700.0,652.725,3.9782755555555553,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2687,20700.0,652.725,3.9782755555555553,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2688,15111.0,746.5500000000001,1.612302222222222,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2689,15111.0,746.5500000000001,1.612302222222222,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2690,15111.0,746.5500000000001,1.612302222222222,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2691,15111.0,746.5500000000001,1.612302222222222,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2692,20700.0,29083.05,16.53383111111111,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2693,20700.0,29083.05,16.53383111111111,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2694,20700.0,29083.05,16.53383111111111,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2695,20700.0,29083.05,16.53383111111111,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2696,15111.0,2177.775,0.7312711111111111,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2697,15111.0,2177.775,0.7312711111111111,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2698,15111.0,2177.775,0.7312711111111111,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2699,15111.0,2177.775,0.7312711111111111,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2700,25560.0,2056.275,3.326631111111111,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2701,25560.0,2056.275,3.326631111111111,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2702,25560.0,2056.275,3.326631111111111,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2703,25560.0,2056.275,3.326631111111111,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2704,25560.0,499.275,2.00736,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2705,25560.0,499.275,2.00736,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2706,25560.0,499.275,2.00736,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2707,25560.0,499.275,2.00736,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2708,21375.0,2914.65,3.062453333333333,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2709,21375.0,2914.65,3.062453333333333,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2710,21375.0,2914.65,3.062453333333333,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2711,21375.0,2914.65,3.062453333333333,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2712,15111.0,1574.1,1.63616,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2713,15111.0,1574.1,1.63616,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2714,15111.0,1574.1,1.63616,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2715,15111.0,1574.1,1.63616,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2716,20700.0,656.325,3.213208888888889,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2717,20700.0,656.325,3.213208888888889,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2718,20700.0,656.325,3.213208888888889,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2719,20700.0,656.325,3.213208888888889,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2720,22662.000000000004,1698.525,4.292711111111111,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2721,22662.000000000004,1698.525,4.292711111111111,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2722,22662.000000000004,1698.525,4.292711111111111,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2723,22662.000000000004,1698.525,4.292711111111111,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2724,15111.0,1648.125,0.9873244444444444,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2725,15111.0,1648.125,0.9873244444444444,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2726,15111.0,1648.125,0.9873244444444444,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2727,15111.0,1648.125,0.9873244444444444,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2728,15111.0,12964.275,1.918168888888889,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2729,15111.0,12964.275,1.918168888888889,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2730,15111.0,12964.275,1.918168888888889,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2731,15111.0,12964.275,1.918168888888889,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2732,15111.0,18704.475,5.533475555555556,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2733,15111.0,18704.475,5.533475555555556,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2734,15111.0,18704.475,5.533475555555556,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2735,15111.0,18704.475,5.533475555555556,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2736,20700.0,856.125,3.537671111111111,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2737,20700.0,856.125,3.537671111111111,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2738,20700.0,856.125,3.537671111111111,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2739,20700.0,856.125,3.537671111111111,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2740,22662.000000000004,1382.85,4.102577777777778,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2741,22662.000000000004,1382.85,4.102577777777778,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2742,22662.000000000004,1382.85,4.102577777777778,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2743,22662.000000000004,1382.85,4.102577777777778,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2744,22662.000000000004,1592.325,4.549333333333333,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2745,22662.000000000004,1592.325,4.549333333333333,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2746,22662.000000000004,1592.325,4.549333333333333,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2747,22662.000000000004,1592.325,4.549333333333333,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2748,21375.0,19135.35,5.210435555555554,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2749,21375.0,19135.35,5.210435555555554,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2750,21375.0,19135.35,5.210435555555554,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2751,21375.0,19135.35,5.210435555555554,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2752,20700.0,436.05,3.762328888888889,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2753,20700.0,436.05,3.762328888888889,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2754,20700.0,436.05,3.762328888888889,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2755,20700.0,436.05,3.762328888888889,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2756,20700.0,367.875,3.639946666666667,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2757,20700.0,367.875,3.639946666666667,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2758,20700.0,367.875,3.639946666666667,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2759,20700.0,367.875,3.639946666666667,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2760,22662.000000000004,1693.35,2.9659911111111104,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2761,22662.000000000004,1693.35,2.9659911111111104,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2762,22662.000000000004,1693.35,2.9659911111111104,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2763,22662.000000000004,1693.35,2.9659911111111104,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2764,22662.000000000004,1156.95,3.603733333333333,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2765,22662.000000000004,1156.95,3.603733333333333,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2766,22662.000000000004,1156.95,3.603733333333333,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2767,22662.000000000004,1156.95,3.603733333333333,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2768,22662.000000000004,1251.675,3.916728888888889,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2769,22662.000000000004,1251.675,3.916728888888889,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2770,22662.000000000004,1251.675,3.916728888888889,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2771,22662.000000000004,1251.675,3.916728888888889,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2772,15111.0,1817.775,2.2441066666666667,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2773,15111.0,1817.775,2.2441066666666667,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2774,15111.0,1817.775,2.2441066666666667,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2775,15111.0,1817.775,2.2441066666666667,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2776,21375.0,1130.625,2.1498311111111112,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2777,21375.0,1130.625,2.1498311111111112,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2778,21375.0,1130.625,2.1498311111111112,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2779,21375.0,1130.625,2.1498311111111112,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2780,20700.0,990.225,3.9428088888888886,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2781,20700.0,990.225,3.9428088888888886,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2782,20700.0,990.225,3.9428088888888886,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2783,20700.0,990.225,3.9428088888888886,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2784,15111.0,411.525,1.5403377777777782,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2785,15111.0,411.525,1.5403377777777782,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2786,15111.0,411.525,1.5403377777777782,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2787,15111.0,411.525,1.5403377777777782,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2788,22662.000000000004,1558.125,3.3781155555555555,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2789,22662.000000000004,1558.125,3.3781155555555555,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2790,22662.000000000004,1558.125,3.3781155555555555,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2791,22662.000000000004,1558.125,3.3781155555555555,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2792,22662.000000000004,4104.225,3.122044444444444,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2793,22662.000000000004,4104.225,3.122044444444444,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2794,22662.000000000004,4104.225,3.122044444444444,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2795,22662.000000000004,4104.225,3.122044444444444,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2796,15111.0,2187.0,7.224444444444444,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2797,15111.0,2187.0,7.224444444444444,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2798,15111.0,2187.0,7.224444444444444,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2799,15111.0,2187.0,7.224444444444444,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2800,20700.0,309.82500000000005,3.03536,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2801,20700.0,309.82500000000005,3.03536,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2802,20700.0,309.82500000000005,3.03536,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2803,20700.0,309.82500000000005,3.03536,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2804,22662.000000000004,2017.125,2.4792711111111108,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2805,22662.000000000004,2017.125,2.4792711111111108,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2806,22662.000000000004,2017.125,2.4792711111111108,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2807,22662.000000000004,2017.125,2.4792711111111108,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2808,22662.000000000004,1402.4250000000002,2.64848,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2809,22662.000000000004,1402.4250000000002,2.64848,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2810,22662.000000000004,1402.4250000000002,2.64848,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2811,22662.000000000004,1402.4250000000002,2.64848,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2812,22662.000000000004,2804.4,4.841315555555556,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2813,22662.000000000004,2804.4,4.841315555555556,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2814,22662.000000000004,2804.4,4.841315555555556,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2815,22662.000000000004,2804.4,4.841315555555556,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2816,22662.000000000004,2776.275,1.516071111111111,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2817,22662.000000000004,2776.275,1.516071111111111,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2818,22662.000000000004,2776.275,1.516071111111111,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2819,22662.000000000004,2776.275,1.516071111111111,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2820,20700.0,3737.475,7.087253333333334,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2821,20700.0,3737.475,7.087253333333334,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2822,20700.0,3737.475,7.087253333333334,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2823,20700.0,3737.475,7.087253333333334,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2824,21375.0,2194.425,3.7849422222222215,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2825,21375.0,2194.425,3.7849422222222215,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2826,21375.0,2194.425,3.7849422222222215,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2827,21375.0,2194.425,3.7849422222222215,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2828,15111.0,789.0749999999999,3.286186666666667,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2829,15111.0,789.0749999999999,3.286186666666667,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2830,15111.0,789.0749999999999,3.286186666666667,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2831,15111.0,789.0749999999999,3.286186666666667,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2832,20700.0,479.7,1.1689955555555556,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2833,20700.0,479.7,1.1689955555555556,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2834,20700.0,479.7,1.1689955555555556,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2835,20700.0,479.7,1.1689955555555556,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2836,22662.000000000004,1553.175,3.39792,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2837,22662.000000000004,1553.175,3.39792,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2838,22662.000000000004,1553.175,3.39792,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2839,22662.000000000004,1553.175,3.39792,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2840,22662.000000000004,5258.925,9.016657777777777,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2841,22662.000000000004,5258.925,9.016657777777777,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2842,22662.000000000004,5258.925,9.016657777777777,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2843,22662.000000000004,5258.925,9.016657777777777,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2844,22662.000000000004,4129.425,8.49880888888889,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2845,22662.000000000004,4129.425,8.49880888888889,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2846,22662.000000000004,4129.425,8.49880888888889,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2847,22662.000000000004,4129.425,8.49880888888889,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2848,21375.0,1959.0750000000005,2.1809244444444444,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2849,21375.0,1959.0750000000005,2.1809244444444444,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2850,21375.0,1959.0750000000005,2.1809244444444444,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2851,21375.0,1959.0750000000005,2.1809244444444444,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2852,20700.0,241.65,1.055413333333333,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2853,20700.0,241.65,1.055413333333333,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2854,20700.0,241.65,1.055413333333333,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2855,20700.0,241.65,1.055413333333333,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2856,22662.000000000004,2416.275,2.722666666666667,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2857,22662.000000000004,2416.275,2.722666666666667,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2858,22662.000000000004,2416.275,2.722666666666667,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2859,22662.000000000004,2416.275,2.722666666666667,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2860,20700.0,1037.025,4.0048,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2861,20700.0,1037.025,4.0048,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2862,20700.0,1037.025,4.0048,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2863,20700.0,1037.025,4.0048,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2864,15111.0,820.3499999999999,2.234542222222222,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2865,15111.0,820.3499999999999,2.234542222222222,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2866,15111.0,820.3499999999999,2.234542222222222,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2867,15111.0,820.3499999999999,2.234542222222222,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2868,20700.0,102033.0,21.95733333333333,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2869,20700.0,102033.0,21.95733333333333,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2870,20700.0,102033.0,21.95733333333333,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2871,20700.0,102033.0,21.95733333333333,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2872,20700.0,1432.35,1.6715022222222224,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2873,20700.0,1432.35,1.6715022222222224,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2874,20700.0,1432.35,1.6715022222222224,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2875,20700.0,1432.35,1.6715022222222224,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2876,20700.0,523.575,2.7981688888888887,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2877,20700.0,523.575,2.7981688888888887,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2878,20700.0,523.575,2.7981688888888887,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2879,20700.0,523.575,2.7981688888888887,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2880,22662.000000000004,2708.1,4.917937777777778,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2881,22662.000000000004,2708.1,4.917937777777778,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2882,22662.000000000004,2708.1,4.917937777777778,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2883,22662.000000000004,2708.1,4.917937777777778,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2884,21375.0,1854.675,3.5478222222222224,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2885,21375.0,1854.675,3.5478222222222224,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2886,21375.0,1854.675,3.5478222222222224,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2887,21375.0,1854.675,3.5478222222222224,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2888,20700.0,9651.375000000002,6.814328888888889,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2889,20700.0,9651.375000000002,6.814328888888889,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2890,20700.0,9651.375000000002,6.814328888888889,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2891,20700.0,9651.375000000002,6.814328888888889,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2892,22662.000000000004,11664.675,4.714062222222222,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2893,22662.000000000004,11664.675,4.714062222222222,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2894,22662.000000000004,11664.675,4.714062222222222,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2895,22662.000000000004,11664.675,4.714062222222222,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2896,21375.0,1680.525,5.789866666666667,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2897,21375.0,1680.525,5.789866666666667,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2898,21375.0,1680.525,5.789866666666667,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2899,21375.0,1680.525,5.789866666666667,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2900,22662.000000000004,1612.35,3.24112,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2901,22662.000000000004,1612.35,3.24112,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2902,22662.000000000004,1612.35,3.24112,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2903,22662.000000000004,1612.35,3.24112,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2904,20700.0,1005.075,2.1049066666666665,6.2216666665,0.765,5.79958250497018,117.0,barley,rabi
2905,20700.0,1005.075,2.1049066666666665,19.111666665,1.098666667,5.79958250497018,751.9999999999999,barley,summer
2906,20700.0,1005.075,2.1049066666666665,14.7550000015,0.9726666667,5.79958250497018,288.0,barley,kharif
2907,20700.0,1005.075,2.1049066666666665,16.053333334999998,0.7773333333,5.79958250497018,224.3333333,barley,summer
2908,20700.0,61474.95,14.956408888888893,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2909,20700.0,61474.95,14.956408888888893,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2910,20700.0,61474.95,14.956408888888893,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2911,20700.0,61474.95,14.956408888888893,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2912,21375.0,2218.7250000000004,3.284213333333333,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2913,21375.0,2218.7250000000004,3.284213333333333,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2914,21375.0,2218.7250000000004,3.284213333333333,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2915,21375.0,2218.7250000000004,3.284213333333333,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2916,22662.000000000004,50253.3,11.704355555555557,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2917,22662.000000000004,50253.3,11.704355555555557,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2918,22662.000000000004,50253.3,11.704355555555557,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
2919,22662.000000000004,50253.3,11.704355555555557,15.2166666685,0.765,5.79958250497018,261.3333333,barley,summer
2920,22662.000000000004,2148.0750000000003,4.301084444444444,12.1916666665,0.7183333333,5.79958250497018,207.3333333,barley,rabi
2921,22662.000000000004,2148.0750000000003,4.301084444444444,16.0416666665,1.047666667,5.79958250497018,483.6666667,barley,summer
2922,22662.000000000004,2148.0750000000003,4.301084444444444,12.298333335,0.907,5.79958250497018,363.0,barley,kharif
