,year,state_name,Commodity,crop_type,cul_cost_c2,derived_yield,mat_lab_input_seed,mat_lab_input_fertilizer,mat_lab_input_manure,seed_rate_per_unit,fert_rate_per_unit,manure_rate_per_unit,total_human_hours,total_labor_cost,total_operational_cost,total_fixed_cost,Unnamed: 0
547,2021,Jharkhand,rice,Cereals,62415.28,27.35,19.59,134.97,10.78,147.23,30.29,108.94,613.24,33134.99,33300.329999999994,17580.48,397.0
548,2021,Karnataka,rice,Cereals,94059.5,48.0,59.81,431.23,0.52,40.19,34.51,339.49,582.0,48161.75000000001,48653.310000000005,23253.64,398.0
549,2021,Kerala,rice,Cereals,100909.98,36.23,97.15,168.12,5.01,39.24,42.01,268.1,402.99,59677.58,59947.86000000001,22783.12,399.0
550,2021,Madhya Pradesh,rice,Cereals,63707.36,44.87,40.94,153.54,11.32,75.31,24.88,170.96,492.2000000000001,30162.63,30368.43,19384.65,400.0
551,2021,Maharashtra,rice,Cereals,93348.86,20.55,49.88,230.77,20.32,75.37,34.79,148.53,1022.12,62033.09,62334.05999999999,12120.65,401.0
552,2021,Odisha,rice,Cereals,71291.08,40.48,53.17,131.19,13.16,31.72,37.98,173.85,789.51,43280.29,43477.810000000005,16656.11,402.0
553,2021,Punjab,rice,Cereals,101344.4,69.8,222.56,192.42,16.73,7.88,21.06,23.82,309.26,28277.480000000003,28709.19,53089.27,403.0
554,2021,Tamil Nadu,rice,Cereals,88380.14,45.25,68.6,213.76,2.82,119.89,36.24,179.85,368.43,40391.37,40676.55,22202.28,404.0
555,2021,Telangana,rice,Cereals,113266.74,54.56,56.2,264.1,0.58,48.07,33.38,140.79,335.73,56806.1,57126.98,35882.530000000006,405.0
556,2021,Uttar Pradesh,rice,Cereals,74657.27,36.15,20.45,171.36,1.24,236.78,26.83,101.42,639.51,34292.840000000004,34485.89,19986.9,406.0
557,2021,West Bengal,rice,Cereals,74657.27,36.15,20.45,171.36,1.24,236.78,26.83,101.42,639.51,34292.840000000004,34485.89,19986.9,407.0
558,2021,Andhra Pradesh,maize,Cereals,102848.16,71.9,22.69,370.49,0.04,360.31,29.29,213.67,291.06,34298.16,34691.38,39485.51,408.0
559,2021,Bihar,maize,Cereals,64075.15,46.07,19.93,149.02,1.48,202.59,32.99,199.99,546.85,26681.51,26851.94,19114.14,409.0
560,2021,Gujarat,maize,Cereals,66225.8,22.48,32.35,213.64,14.21,131.84,22.69,84.88,867.86,37413.55,37673.75,14433.13,410.0
561,2021,Himachal Pradesh,maize,Cereals,54150.95,19.32,28.9,55.21,40.76,65.9,17.9,94.3,323.64,32537.92,32662.79,14090.19,411.0
562,2021,Jharkhand,maize,Cereals,67386.21,41.41,20.0,135.07,0.0,250.0,32.84,0.0,509.53,33295.75,33450.82,22949.13,412.0
563,2021,Karnataka,maize,Cereals,66073.68,35.46,18.34,256.29,0.9,240.85,28.77,199.97,423.95,32908.25,33183.78,18474.31,413.0
564,2021,Madhya Pradesh,maize,Cereals,50377.46,31.14,21.51,146.77,2.85,177.25,21.15,170.82,386.37,26360.48,26531.61,13018.940000000002,414.0
565,2021,Maharashtra,maize,Cereals,92343.15,57.0,18.62,218.21,4.7,291.98,34.02,344.82,641.29,45979.01,46220.53999999999,26184.65,415.0
566,2021,Odisha,maize,Cereals,60669.35,27.3,16.66,128.44,12.39,313.53,36.89,179.88,692.7099999999999,35247.24999999999,35404.74,11405.02,416.0
567,2021,Punjab,maize,Cereals,78072.34,37.51,21.24,149.77,154.48,376.52,27.42,20.6,448.32,37830.36,38155.85,20117.11,417.0
568,2021,Rajasthan,maize,Cereals,63447.25,22.61,27.01,87.7,7.38,128.24,23.88,150.0,569.79,42100.18,42222.27,13377.289999999995,418.0
569,2021,Tamil Nadu,maize,Cereals,82616.67,42.14,21.36,175.56,9.05,327.06,35.37,203.64,426.0,41883.45,42089.420000000006,19858.98,419.0
570,2021,Telangana,maize,Cereals,96049.49,53.97,20.78,317.64,0.0,334.61,24.22,0.0,359.57,43575.69,43914.11,31931.550000000003,420.0
571,2021,Uttar Pradesh,maize,Cereals,54392.83,27.08,21.78,128.47,0.0,257.88,24.22,0.0,491.72,27760.75,27911.0,15196.53,421.0
572,2021,Andhra Pradesh,sorghum,Cereals,98398.7,47.27,13.53,184.49,0.0,234.89,32.59,0.0,299.79999999999995,36823.65,37021.66999999999,42907.89000000001,422.0
573,2021,Karnataka,sorghum,Cereals,41914.11,11.08,8.54,86.01,0.26,90.1,34.08,150.05,416.0,26091.99,26186.8,10602.56,423.0
574,2021,Madhya Pradesh,sorghum,Cereals,40035.8,19.55,21.65,58.85,0.0,127.81,13.03,0.0,399.99,25998.83,26079.33,9654.610000000002,424.0
575,2021,Maharashtra,sorghum,Cereals,51536.95,10.76,13.2,46.68,0.17,110.23,33.9,154.0,407.54,33826.24,33886.28999999999,11378.34,425.0
576,2021,Rajasthan,sorghum,Cereals,51098.91,11.29,32.47,48.93,0.16,46.97,27.62,80.0,478.98,33908.75,33990.310000000005,13842.77,426.0
577,2021,Tamil Nadu,sorghum,Cereals,54918.32,11.72,18.19,57.39,22.47,59.46,33.73,160.0,465.27,37658.62,37756.670000000006,8867.62,427.0
578,2021,Bihar,wheat,Cereals,61055.5,29.28,120.97,162.38,2.42,35.69,29.16,142.77,377.6,24033.83,24319.6,21694.58,428.0
579,2021,Chhattisgarh,wheat,Cereals,43167.44,25.34,115.58,151.12,0.0,27.1,26.91,0.0,207.18,18759.95,19026.65,11955.279999999995,429.0
580,2021,Gujarat,wheat,Cereals,55176.43,32.54,159.01,172.02,2.24,29.22,23.42,173.93,383.44,23096.08,23429.35,16758.58,430.0
581,2021,Haryana,wheat,Cereals,72474.94,44.22,117.97,217.26,0.0,27.75,22.62,0.0,148.66,23993.89,24329.12,33243.87,431.0
582,2021,Himachal Pradesh,wheat,Cereals,61293.38,21.54,122.65,79.87,53.63,22.35,21.15,88.83,235.67,28686.08,28942.230000000003,21568.43,432.0
583,2021,Jharkhand,wheat,Cereals,58577.82,26.09,101.93,140.13,5.7,39.42,32.25,100.8,387.55,28768.2,29015.960000000003,16587.41,433.0
584,2021,Karnataka,wheat,Cereals,41457.7,10.87,79.0,117.37,0.0,48.52,32.88,0.0,324.82,23262.620000000003,23458.99,9053.82,434.0
585,2021,Madhya Pradesh,wheat,Cereals,53491.77,40.75,119.61,134.63,0.09,29.92,25.67,426.66,279.08000000000004,21255.53000000001,21509.860000000008,19570.64,435.0
586,2021,Maharashtra,wheat,Cereals,68920.47,26.33,104.57,187.24,4.26,49.07,34.8,234.81,362.57,31460.97,31757.04,15360.93,436.0
587,2021,Punjab,wheat,Cereals,69452.42,42.45,119.41,239.06,0.88,25.78,23.63,21.25,89.82,18263.29,18622.640000000003,38116.86,437.0
588,2021,Rajasthan,wheat,Cereals,80947.34,41.64,152.47,135.94,4.7,31.05,24.92,99.84,448.75,38554.33,38847.44,23756.800000000003,438.0
589,2021,Uttar Pradesh,wheat,Cereals,75951.54,36.53,139.5,185.56,0.27,30.36,26.24,128.34,370.39,28890.38,29215.710000000003,28176.45,439.0
590,2021,West Bengal,wheat,Cereals,60397.75,21.0,138.05,194.97,8.92,35.05,39.03,130.0,315.34000000000003,29275.51,29617.45,11727.11,440.0
591,2021,Himachal Pradesh,barley,Cereals,57984.13,10.53,106.13,7.1,43.14,17.69,13.1,98.32,247.38,40006.59,40162.96,10956.44,441.0
592,2021,Rajasthan,barley,Cereals,78671.14,37.51,133.55,125.27,11.63,31.72,23.99,65.37,427.55,37018.57000000001,37289.02,24774.270000000004,442.0
593,2021,Uttar Pradesh,barley,Cereals,69483.21,30.89,128.5,145.96,0.0,27.15,27.89,0.0,419.99,29658.72,29933.18,26204.45,443.0
594,2021,Andhra Pradesh,pigeonpeas,Pulses,42563.92,6.37,10.69,118.32,22.75,149.45,30.93,40.02,168.86,18274.390000000003,18426.15,14598.1,444.0
595,2021,Gujarat,pigeonpeas,Pulses,52887.46,9.52,11.05,38.22,6.5,106.34,35.95,71.74,620.21,28458.04,28513.81,16184.41,445.0
596,2021,Karnataka,pigeonpeas,Pulses,43460.65,6.67,11.61,69.63,0.1,84.67,39.4,150.11,247.61,23988.91,24070.25,12298.32,446.0
597,2021,Madhya Pradesh,pigeonpeas,Pulses,37319.37,7.86,22.57,35.01,0.0,82.68,37.53,0.0,300.87,17120.61,17178.19,15266.81,447.0
598,2021,Maharashtra,pigeonpeas,Pulses,99794.72,19.91,20.08,143.02,2.84,129.56,39.12,269.16,887.92,56986.75,57152.69,25912.57,448.0
599,2021,Odisha,pigeonpeas,Pulses,23600.7,4.09,16.18,1.14,0.72,73.69,42.1,100.02,343.44,14407.77,14425.81,7718.41,449.0
600,2021,Telangana,pigeonpeas,Pulses,50175.22,7.01,11.61,79.09,0.0,127.32,36.11,0.0,177.02,26139.77,26230.47,14935.21,450.0
601,2021,Uttar Pradesh,pigeonpeas,Pulses,70317.18,9.32,23.16,13.92,0.0,147.1,13.39,0.0,637.24,32567.6,32604.68,32477.31,451.0
602,2021,Andhra Pradesh,mungbean,Pulses,41853.72,7.01,40.71,5.42,0.0,74.96,47.49,0.0,138.27,16682.31,16728.44,12751.01,452.0
603,2021,Gujarat,mungbean,Pulses,40380.9,6.61,15.87,19.55,0.0,129.08,27.43,0.0,425.28,23724.1,23759.52,10986.72,453.0
604,2021,Karnataka,mungbean,Pulses,37111.9,4.6,13.36,51.32,0.0,111.08,43.89,0.0,284.18,22607.49,22672.17,9137.95,454.0
605,2021,Maharashtra,mungbean,Pulses,53699.56,8.09,14.32,62.69,5.09,164.87,28.23,393.05,471.94,34077.54000000001,34159.64000000001,11325.15,455.0
606,2021,Odisha,mungbean,Pulses,25403.16,4.07,26.93,6.13,0.55,76.59,27.77,100.04,271.27,14151.659999999998,14185.269999999997,8494.38,456.0
607,2021,Punjab,mungbean,Pulses,63055.09,17.13,41.14,28.46,0.0,121.06,14.44,0.0,64.65,13573.19,13642.789999999995,33973.73,457.0
608,2021,Rajasthan,mungbean,Pulses,32520.12,4.39,13.5,23.83,5.39,158.77,36.4,100.0,272.72,19931.79,19974.51,8169.98,458.0
609,2021,Tamil Nadu,mungbean,Pulses,29318.36,4.21,18.82,10.76,2.44,100.85,48.5,165.9,172.17000000000002,16315.74,16347.76,8108.34,459.0
610,2021,Telangana,mungbean,Pulses,36493.31,3.61,24.27,23.2,0.0,92.62,36.71,0.0,135.17000000000002,21414.470000000005,21461.94000000001,9497.25,460.0
611,2021,Uttar Pradesh,mungbean,Pulses,34018.14,2.98,22.04,5.47,0.0,89.69,28.27,0.0,425.68,24669.890000000003,24697.400000000005,6273.870000000001,461.0
612,2021,West Bengal,mungbean,Pulses,24524.86,5.12,21.46,20.74,0.0,83.86,39.38,0.0,237.24,13989.490000000002,14031.69,7494.389999999999,462.0
613,2021,Andhra Pradesh,blackgram,Pulses,53334.29,10.89,45.27,33.45,0.25,84.13,39.97,99.94,209.14,22104.76,22183.73,21265.87,463.0
614,2021,Gujarat,blackgram,Pulses,36773.51,4.14,15.11,22.41,8.3,116.12,36.04,175.18,402.63,24048.660000000003,24094.480000000003,7105.49,464.0
615,2021,Himachal Pradesh,blackgram,Pulses,41749.07,3.2,23.5,2.7,1.69,98.52,12.89,99.99,275.8,27419.33,27447.22,11616.18,465.0
616,2021,Karnataka,blackgram,Pulses,35563.34,5.39,12.75,57.26,0.0,102.89,42.62,0.0,331.42,20643.85,20713.86,9164.250000000002,466.0
617,2021,Madhya Pradesh,blackgram,Pulses,29830.76,5.84,28.39,50.46,1.38,83.14,38.56,167.31,184.62,16479.62,16559.85,6977.610000000001,467.0
618,2021,Maharashtra,blackgram,Pulses,48152.84,8.06,15.08,65.03,2.35,145.57,39.48,100.0,502.68,30721.18,30803.64,9624.570000000002,468.0
619,2021,Odisha,blackgram,Pulses,24659.51,3.5,30.0,1.96,0.35,85.59,88.36,159.94,295.74,14253.99,14286.3,7332.53,469.0
620,2021,Rajasthan,blackgram,Pulses,37699.66,4.85,18.62,5.76,0.0,94.08,35.42,0.0,374.45,28771.310000000005,28795.69,6301.4800000000005,470.0
621,2021,Tamil Nadu,blackgram,Pulses,47194.01,6.31,20.37,57.6,3.69,129.15,40.61,198.56,258.89,24348.250000000004,24429.91,13746.670000000002,471.0
622,2021,Uttar Pradesh,blackgram,Pulses,27658.8,3.02,18.11,0.06,0.0,109.95,19.06,0.0,273.34,16100.24,16118.41,9041.73,472.0
623,2021,West Bengal,blackgram,Pulses,43639.63,7.08,34.26,0.0,0.0,104.42,0.0,0.0,394.13,22793.05,22827.31,16598.53,473.0
624,2021,Andhra Pradesh,chickpea,Pulses,66887.06,16.18,116.91,112.19,4.04,54.56,40.68,35.09,170.71,22913.3,23146.44,29202.43,474.0
625,2021,Bihar,chickpea,Pulses,54585.32,13.27,70.21,55.78,1.42,85.38,42.01,99.98,357.66,20074.22,20201.63,24716.02,475.0
626,2021,Chhattisgarh,chickpea,Pulses,49322.23,13.59,95.39,72.93,0.0,70.02,37.85,0.0,335.24,16887.2,17055.52,16429.190000000002,476.0
627,2021,Gujarat,chickpea,Pulses,53674.5,12.5,70.71,67.77,0.76,64.72,30.72,149.19,440.99,26717.16,26856.4,14052.59,477.0
628,2021,Haryana,chickpea,Pulses,46228.55,8.88,43.62,37.25,0.0,54.77,54.12,0.0,187.45,20107.3,20188.17,18112.04,478.0
629,2021,Jharkhand,chickpea,Pulses,63186.27,7.55,83.91,62.6,0.0,78.76,46.01,0.0,503.39,35936.95,36083.46,15604.96,479.0
630,2021,Karnataka,chickpea,Pulses,42468.05,9.24,68.98,81.37,0.0,63.08,44.73,0.0,282.75,20100.27,20250.62,11981.6,480.0
631,2021,Madhya Pradesh,chickpea,Pulses,45140.41,11.88,96.64,53.45,0.0,56.52,37.9,0.0,261.98,17508.09,17658.18,15150.72,481.0
632,2021,Maharashtra,chickpea,Pulses,59659.26,13.78,76.32,72.15,0.35,67.53,45.65,319.86,406.37,30057.21,30206.03,15844.4,482.0
633,2021,Rajasthan,chickpea,Pulses,51929.55,13.25,72.64,27.81,0.0,58.27,31.58,0.0,314.08000000000004,27276.38,27376.83,14376.649999999998,483.0
634,2021,Telangana,chickpea,Pulses,47421.01,11.49,72.16,71.22,0.0,65.76,36.45,0.0,166.98000000000002,16740.86,16884.24,20386.47,484.0
635,2021,Uttar Pradesh,chickpea,Pulses,52718.5,9.21,83.48,41.41,0.0,71.63,34.82,0.0,368.37,25307.950000000004,25432.840000000004,17191.219999999998,485.0
636,2021,Bihar,lentil,Pulses,44249.41,9.53,48.27,61.61,4.86,84.78,40.09,128.96,296.37,17841.089999999997,17955.829999999998,18274.78,486.0
637,2021,Madhya Pradesh,lentil,Pulses,37531.93,10.1,47.01,35.77,0.0,59.36,35.99,0.0,256.25,16091.81,16174.59,13006.12,487.0
638,2021,Uttar Pradesh,lentil,Pulses,44926.36,9.25,43.29,33.09,0.0,75.42,29.82,0.0,294.01,19473.0,19549.38,19741.06,488.0
639,2021,West Bengal,lentil,Pulses,56400.79,9.2,45.32,102.91,0.84,104.3,36.0,130.0,503.23,30854.62,31003.69,15534.9,489.0
640,2021,Odisha,niger seed,Oilseeds,27311.46,3.28,11.16,0.0,0.0,60.0,0.0,0.0,364.99,20320.24,20331.4,6113.700000000001,490.0
641,2021,Andhra Pradesh,cotton,Fiber Crops,103711.47,16.61,3.29,220.57,12.47,1562.66,33.51,100.0,468.92,44007.65,44243.98,37570.32,491.0
642,2021,Gujarat,cotton,Fiber Crops,90293.41,14.82,1.97,171.89,18.14,1672.69,26.46,133.22,885.22,46712.18,46904.18,25392.34,492.0
643,2021,Haryana,cotton,Fiber Crops,77851.35,10.89,2.68,139.0,0.0,1405.06,28.05,9598.46,488.49,37004.46,37146.14,24755.41,493.0
644,2021,Karnataka,cotton,Fiber Crops,80319.39,13.29,2.7,154.85,0.0,1513.77,32.4,0.0,760.05,43177.55,43335.09999999999,22553.45,494.0
645,2021,Madhya Pradesh,cotton,Fiber Crops,86207.82,15.05,1.2,257.21,9.27,1662.85,28.51,243.08,888.1,41314.32000000001,41582.0,28073.63,495.0
646,2021,Maharashtra,cotton,Fiber Crops,94710.41,12.73,2.21,256.01,3.16,1633.87,37.86,248.39,974.15,54182.05,54443.43,18406.91,496.0
647,2021,Odisha,cotton,Fiber Crops,83250.5,13.86,1.58,235.64,14.56,1622.02,39.75,180.0,1168.9,43690.530000000006,43942.310000000005,21784.7,497.0
648,2021,Punjab,cotton,Fiber Crops,106421.19,22.05,3.34,216.4,5.83,1642.44,24.7,25.0,540.96,37604.52,37830.09,48653.15,498.0
649,2021,Rajasthan,cotton,Fiber Crops,99216.73,19.31,2.89,95.78,15.67,1877.64,27.7,168.41,681.61,52793.6,52907.94,26943.050000000003,499.0
650,2021,Tamil Nadu,cotton,Fiber Crops,124492.93,21.38,4.77,216.65,15.23,657.03,41.65,180.94,1070.88,76228.25999999998,76464.90999999997,23792.41,500.0
651,2021,Telangana,cotton,Fiber Crops,105757.45,15.98,2.61,233.04,1.72,1637.67,33.16,192.41,529.74,60908.46000000001,61145.83000000001,25442.66,501.0
652,2021,Assam,potato,Vegetable,142699.23,117.12,1422.95,204.74,18.77,29.38,39.6,187.62,636.4200000000001,39158.09,40804.54999999999,45166.44,502.0
653,2021,Bihar,potato,Vegetable,98524.54,154.15,1804.04,170.52,15.01,15.82,36.7,175.63,686.14,29566.71,31556.28,25413.67,503.0
654,2021,Gujarat,potato,Vegetable,221557.43,279.8,2983.34,555.61,38.63,27.18,35.63,149.18,742.87,43812.89,47390.47,55831.740000000005,504.0
655,2021,Himachal Pradesh,potato,Vegetable,135989.54,63.15,1745.3,55.54,169.87,26.85,26.89,98.06,612.0999999999999,44850.47,46821.18000000001,23196.45,505.0
656,2021,Jharkhand,potato,Vegetable,103673.89,89.83,1548.0,165.17,12.91,24.9,33.73,100.0,660.8699999999999,34717.24,36443.32,14410.63,506.0
657,2021,Uttar Pradesh,potato,Vegetable,164604.05,210.81,3893.9,411.56,8.11,14.86,35.78,125.51,665.02,38990.74,43304.31,40879.24,507.0
658,2021,West Bengal,potato,Vegetable,252165.66,273.65,1071.9,560.75,46.31,50.85,44.57,128.97,1388.58,77918.99,79597.95,75354.16,508.0
659,2021,Assam,jute,Fiber Crops,75599.72,16.94,9.94,51.56,0.59,159.81,33.52,300.05,962.8,49849.76999999998,49911.85999999998,20943.38,509.0
660,2021,Bihar,jute,Fiber Crops,44664.15,22.59,4.97,145.96,0.0,349.26,33.95,0.0,539.25,25101.27,25252.2,12087.79,510.0
661,2021,West Bengal,jute,Fiber Crops,123533.02,25.5,8.43,146.34,1.15,142.72,36.02,135.32,1442.95,73427.23000000001,73583.15,39213.11,511.0
662,2004,Andhra Pradesh,pigeonpeas,Pulses,12771.37,9.37,17.17,39.98,11.73,23.3,13.89,25.45,457.8,5081.02,5149.899999999999,5985.079999999999,512.0
663,2004,Gujarat,pigeonpeas,Pulses,13759.07,9.47,13.88,102.53,1.27,41.59,12.09,10.0,839.19,7534.41,7652.09,3648.2,513.0
664,2004,Karnataka,pigeonpeas,Pulses,11175.22,6.7,13.52,73.0,4.47,26.74,14.42,42.23,435.21,4917.080000000001,5008.0700000000015,3169.61,514.0
665,2004,Madhya Pradesh,pigeonpeas,Pulses,10433.68,8.02,18.8,2.53,5.34,27.28,13.36,47.37,354.54,4602.95,4629.62,4641.22,515.0
666,2004,Maharashtra,pigeonpeas,Pulses,14585.38,10.98,17.9,35.98,3.15,32.58,14.5,54.53,642.47,7644.73,7701.759999999999,5227.099999999999,516.0
667,2004,Odisha,pigeonpeas,Pulses,7479.86,4.05,23.33,0.21,0.63,16.13,10.87,36.49,470.32,4268.24,4292.41,2718.28,517.0
668,2004,Uttar Pradesh,pigeonpeas,Pulses,16275.89,10.89,17.3,4.59,0.28,24.79,11.08,20.37,619.53,5921.41,5943.58,9505.919999999998,518.0
669,2004,Andhra Pradesh,cotton,Fiber Crops,32735.15,18.05,2.53,224.08,18.42,505.35,13.98,41.4,998.43,11552.46,11797.490000000002,11932.02,519.0
670,2004,Gujarat,cotton,Fiber Crops,23586.3,15.45,3.49,102.86,33.52,606.68,13.21,19.71,1073.34,10129.44,10269.31,6257.120000000001,520.0
671,2004,Haryana,cotton,Fiber Crops,27288.54,18.04,10.04,76.12,2.25,73.97,12.98,8.78,765.4100000000001,10876.68,10965.090000000002,9946.929999999998,521.0
672,2004,Karnataka,cotton,Fiber Crops,11631.02,7.49,5.69,74.21,9.64,130.4,15.76,26.95,674.64,5038.09,5127.63,3627.24,522.0
673,2004,Madhya Pradesh,cotton,Fiber Crops,20714.67,7.56,2.51,70.11,5.7,1219.02,14.2,41.18,815.64,7843.89,7922.21,5155.57,523.0
674,2004,Maharashtra,cotton,Fiber Crops,21179.58,9.72,3.62,93.46,11.27,549.86,14.14,46.27,783.21,10199.74,10308.09,5396.91,524.0
675,2004,Punjab,cotton,Fiber Crops,34070.9,20.75,9.0,129.33,7.5,308.13,12.25,4.24,807.24,11367.28,11513.11,12053.440000000002,525.0
676,2004,Rajasthan,cotton,Fiber Crops,17686.72,12.96,15.86,79.95,33.13,34.97,12.83,21.73,591.72,6830.51,6959.45,6593.33,526.0
677,2004,Tamil Nadu,cotton,Fiber Crops,27559.95,11.95,8.42,197.34,10.58,132.91,12.47,41.45,1260.01,13543.340000000002,13759.680000000002,7631.19,527.0
678,2004,Andhra Pradesh,sorghum,Cereals,11636.66,14.21,8.38,89.21,0.47,57.37,12.92,30.0,395.85,5621.73,5719.79,3594.2200000000003,528.0
679,2004,Karnataka,sorghum,Cereals,6078.49,7.27,7.34,37.61,2.43,18.07,14.5,31.15,334.3,3277.22,3324.6,1911.37,529.0
680,2004,Madhya Pradesh,sorghum,Cereals,7848.16,9.1,11.77,34.43,1.31,6.25,14.57,40.0,383.88,4846.459999999999,4893.97,2268.22,530.0
681,2004,Maharashtra,sorghum,Cereals,10306.06,10.44,12.45,35.65,1.44,26.31,13.36,46.58,425.01,5895.34,5944.879999999999,3042.75,531.0
682,2004,Rajasthan,sorghum,Cereals,7287.81,7.14,40.31,14.92,0.0,6.8,13.7,0.0,292.03,3973.2,4028.43,2579.58,532.0
683,2004,Tamil Nadu,sorghum,Cereals,11157.44,8.93,29.4,29.64,7.11,10.99,12.31,21.53,406.37,5695.569999999999,5761.719999999998,4228.38,533.0
684,2004,Andhra Pradesh,maize,Cereals,19077.26,30.39,19.17,156.05,13.68,44.56,12.88,32.95,650.37,8217.439999999999,8406.339999999998,6698.590000000001,534.0
685,2004,Bihar,maize,Cereals,15321.52,37.03,21.01,118.27,0.71,36.5,13.33,20.75,660.84,5505.51,5645.500000000001,5818.02,535.0
686,2004,Chhattisgarh,maize,Cereals,7750.67,10.06,27.34,0.0,0.0,8.0,0.0,0.0,556.36,5145.58,5172.92,2305.04,536.0
687,2004,Himachal Pradesh,maize,Cereals,11095.92,14.69,32.69,46.17,39.49,8.68,10.48,25.69,429.33,5150.490000000001,5268.84,4074.96,537.0
688,2004,Jharkhand,maize,Cereals,11426.41,15.46,21.21,35.05,0.0,13.08,12.16,0.0,723.4200000000001,6994.780000000001,7051.040000000001,3610.2,538.0
689,2004,Karnataka,maize,Cereals,12169.46,22.27,15.82,92.54,13.33,43.88,13.36,43.64,554.61,5249.81,5371.5,3791.480000000001,539.0
690,2004,Madhya Pradesh,maize,Cereals,8741.79,9.46,23.42,31.89,4.18,9.73,13.13,59.21,527.2,5510.91,5570.400000000001,2224.68,540.0
691,2004,Rajasthan,maize,Cereals,12191.31,12.35,28.77,62.18,19.0,15.89,12.72,41.4,544.29,6751.210000000001,6861.160000000002,2915.3100000000004,541.0
692,2004,Uttar Pradesh,maize,Cereals,13015.65,16.94,22.4,55.01,21.23,8.53,11.1,23.49,727.2299999999999,6937.330000000001,7035.97,4058.23,542.0
693,2004,Uttarakhand,maize,Cereals,11452.43,12.06,21.92,58.44,0.0,10.78,13.56,0.0,596.62,6519.679999999999,6600.039999999999,3707.7,543.0
694,2004,Andhra Pradesh,mungbean,Pulses,7541.83,4.06,18.25,16.07,5.19,27.53,14.73,13.15,275.27,3562.8700000000003,3602.380000000001,2840.58,544.0
695,2004,Maharashtra,mungbean,Pulses,9149.15,3.3,17.63,34.0,1.44,29.77,14.15,49.28,372.68,5867.030000000001,5920.1,1987.33,545.0
696,2004,Odisha,mungbean,Pulses,6533.24,3.12,30.07,1.12,0.79,20.98,21.57,36.76,349.15,3622.57,3654.55,2109.69,546.0
697,2004,Rajasthan,mungbean,Pulses,5566.92,2.9,16.4,3.66,0.22,22.8,15.26,15.02,225.65,3074.5,3094.78,1895.42,547.0
698,2004,Odisha,niger seed,Oilseeds,5620.15,2.96,10.25,0.0,0.0,16.0,0.0,0.0,271.14,3563.9,3574.15,1822.94,548.0
699,2004,Andhra Pradesh,rice,Cereals,29056.11,53.65,77.27,186.91,23.71,10.39,12.61,21.87,990.77,11314.519999999997,11602.409999999996,11524.74,549.0
700,2004,Assam,rice,Cereals,14364.28,22.19,65.74,9.32,5.25,8.15,15.71,42.11,709.0,8966.539999999999,9046.85,4296.11,550.0
701,2004,Bihar,rice,Cereals,14640.07,22.82,60.44,86.3,1.86,13.14,12.74,19.74,874.87,7258.99,7407.589999999999,4774.620000000001,551.0
702,2004,Chhattisgarh,rice,Cereals,14350.98,24.26,107.05,80.11,8.37,7.31,12.9,54.38,667.6199999999999,5972.359999999999,6167.889999999999,5781.2300000000005,552.0
703,2004,Haryana,rice,Cereals,32038.25,44.7,0.0,240.74,0.7,0.0,12.35,8.8,636.75,11307.41,11548.85,12201.49,553.0
704,2004,Jharkhand,rice,Cereals,13535.32,18.38,58.19,40.51,2.75,12.52,11.79,20.68,818.88,8320.45,8421.900000000001,3688.0,554.0
705,2004,Karnataka,rice,Cereals,30555.7,46.94,91.12,200.96,55.59,11.0,13.91,48.66,1283.43,14253.660000000002,14601.330000000002,7524.57,555.0
706,2004,Kerala,rice,Cereals,26644.52,31.4,0.0,117.75,20.06,0.0,13.57,53.94,815.3,16613.5,16751.31,5582.21,556.0
707,2004,Madhya Pradesh,rice,Cereals,11976.48,12.91,92.68,49.37,19.16,7.85,12.51,49.51,540.03,5512.55,5673.76,3661.49,557.0
708,2004,Odisha,rice,Cereals,18193.62,30.93,90.2,88.59,24.43,6.55,13.34,24.49,1088.4299999999998,9762.6,9965.82,5573.88,558.0
709,2004,Punjab,rice,Cereals,31770.38,70.53,0.0,212.85,21.47,0.0,11.37,5.4,451.25,8537.17,8771.49,15006.44,559.0
710,2004,Tamil Nadu,rice,Cereals,30103.76,43.64,0.0,217.27,28.15,0.0,12.76,27.31,842.0799999999999,13173.11,13418.53,8672.24,560.0
711,2004,Uttar Pradesh,rice,Cereals,19520.32,31.95,0.0,121.64,7.45,0.0,12.41,18.17,854.4100000000001,7940.320000000001,8069.410000000001,6568.6,561.0
712,2004,Uttarakhand,rice,Cereals,18552.77,31.38,0.0,62.05,33.59,0.0,12.46,29.8,690.81,10238.4,10334.04,4595.629999999999,562.0
713,2004,West Bengal,rice,Cereals,24403.45,35.69,68.04,118.33,12.51,10.09,14.03,28.98,1200.01,12562.01,12760.89,7223.85,563.0
714,2004,Andhra Pradesh,blackgram,Pulses,8029.85,6.19,23.31,11.09,0.0,24.43,18.89,0.0,256.18,3158.84,3193.24,3464.58,564.0
715,2004,Chhattisgarh,blackgram,Pulses,7560.46,4.55,19.4,0.0,0.0,19.56,0.0,0.0,592.16,4576.32,4595.719999999999,2515.78,565.0
716,2004,Madhya Pradesh,blackgram,Pulses,7365.13,4.39,24.0,8.48,7.13,18.84,15.26,44.93,388.54,4210.33,4249.94,2159.66,566.0
